,REF_DATE,GEO,DGUID,National Occupational Classification,Job vacancy characteristics,Statistics,VALUE,STATUS
23541590,2020-01,British Columbia,2016A000259,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,980.0,D
23554534,2020-01,British Columbia,2016A000259,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,3860.0,C
23559253,2020-01,British Columbia,2016A000259,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,2675.0,C
23578976,2020-01,Yukon,2016A000260,"Business, finance and administration occupations [1]",Full-time,Job vacancies,55.0,D
23615397,2020-01,Yukon,2016A000260,Sales and service occupations [6],Full-time,Job vacancies,240.0,D
23625319,2020-01,Yukon,2016A000260,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,60.0,D
23737728,2020-01,Nunavut,2016A000262,Management occupations [0],Full-time,Job vacancies,65.0,D
23746440,2020-01,Nunavut,2016A000262,"Business, finance and administration occupations [1]",Full-time,Job vacancies,55.0,D
23755273,2020-01,Nunavut,2016A000262,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,45.0,D
23755276,2020-01,Nunavut,2016A000262,Natural and applied sciences and related occupations [2],Part-time,Job vacancies,0.0,A
23792783,2020-01,Nunavut,2016A000262,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,85.0,D
23792786,2020-01,Nunavut,2016A000262,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,0.0,A
23913904,2020-10,Newfoundland and Labrador,2016A000210,"Business, finance and administration occupations [1]",Full-time,Job vacancies,310.0,D
23913907,2020-10,Newfoundland and Labrador,2016A000210,"Business, finance and administration occupations [1]",Part-time,Job vacancies,120.0,D
23922737,2020-10,Newfoundland and Labrador,2016A000210,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,180.0,D
23932417,2020-10,Newfoundland and Labrador,2016A000210,Health occupations [3],Full-time,Job vacancies,335.0,D
23932420,2020-10,Newfoundland and Labrador,2016A000210,Health occupations [3],Part-time,Job vacancies,380.0,B
23938467,2020-10,Newfoundland and Labrador,2016A000210,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,200.0,D
23950325,2020-10,Newfoundland and Labrador,2016A000210,Sales and service occupations [6],Full-time,Job vacancies,925.0,C
23950328,2020-10,Newfoundland and Labrador,2016A000210,Sales and service occupations [6],Part-time,Job vacancies,1565.0,B
23960247,2020-10,Newfoundland and Labrador,2016A000210,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,400.0,D
23977913,2020-10,Newfoundland and Labrador,2016A000210,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,70.0,D
23997639,2020-10,Prince Edward Island,2016A000211,"Business, finance and administration occupations [1]",Part-time,Job vacancies,40.0,D
24006469,2020-10,Prince Edward Island,2016A000211,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,90.0,D
24006472,2020-10,Prince Edward Island,2016A000211,Natural and applied sciences and related occupations [2],Part-time,Job vacancies,0.0,D
24022199,2020-10,Prince Edward Island,2016A000211,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,85.0,D
24022202,2020-10,Prince Edward Island,2016A000211,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,120.0,C
24034057,2020-10,Prince Edward Island,2016A000211,Sales and service occupations [6],Full-time,Job vacancies,385.0,D
24034060,2020-10,Prince Edward Island,2016A000211,Sales and service occupations [6],Part-time,Job vacancies,310.0,D
24043982,2020-10,Prince Edward Island,2016A000211,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,25.0,C
24061645,2020-10,Prince Edward Island,2016A000211,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,265.0,D
24061648,2020-10,Prince Edward Island,2016A000211,Occupations in manufacturing and utilities [9],Part-time,Job vacancies,25.0,A
24072656,2020-10,Nova Scotia,2016A000212,Management occupations [0],Full-time,Job vacancies,430.0,D
24081368,2020-10,Nova Scotia,2016A000212,"Business, finance and administration occupations [1]",Full-time,Job vacancies,1260.0,C
24081371,2020-10,Nova Scotia,2016A000212,"Business, finance and administration occupations [1]",Part-time,Job vacancies,310.0,C
24090201,2020-10,Nova Scotia,2016A000212,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,610.0,C
24099881,2020-10,Nova Scotia,2016A000212,Health occupations [3],Full-time,Job vacancies,780.0,D
24099884,2020-10,Nova Scotia,2016A000212,Health occupations [3],Part-time,Job vacancies,680.0,D
24105931,2020-10,Nova Scotia,2016A000212,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,995.0,C
24105934,2020-10,Nova Scotia,2016A000212,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,675.0,B
24112465,2020-10,Nova Scotia,2016A000212,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,120.0,C
24117789,2020-10,Nova Scotia,2016A000212,Sales and service occupations [6],Full-time,Job vacancies,1410.0,B
24117792,2020-10,Nova Scotia,2016A000212,Sales and service occupations [6],Part-time,Job vacancies,2660.0,B
24127711,2020-10,Nova Scotia,2016A000212,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,1775.0,C
24127714,2020-10,Nova Scotia,2016A000212,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,175.0,D
24145377,2020-10,Nova Scotia,2016A000212,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,690.0,C
24156388,2020-10,New Brunswick,2016A000213,Management occupations [0],Full-time,Job vacancies,295.0,D
24165100,2020-10,New Brunswick,2016A000213,"Business, finance and administration occupations [1]",Full-time,Job vacancies,610.0,C
24165103,2020-10,New Brunswick,2016A000213,"Business, finance and administration occupations [1]",Part-time,Job vacancies,230.0,D
24173933,2020-10,New Brunswick,2016A000213,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,370.0,C
24183613,2020-10,New Brunswick,2016A000213,Health occupations [3],Full-time,Job vacancies,905.0,B
24183616,2020-10,New Brunswick,2016A000213,Health occupations [3],Part-time,Job vacancies,685.0,C
24189663,2020-10,New Brunswick,2016A000213,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,580.0,D
24189666,2020-10,New Brunswick,2016A000213,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,260.0,D
24201521,2020-10,New Brunswick,2016A000213,Sales and service occupations [6],Full-time,Job vacancies,2025.0,D
24201524,2020-10,New Brunswick,2016A000213,Sales and service occupations [6],Part-time,Job vacancies,2645.0,B
24211443,2020-10,New Brunswick,2016A000213,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,1450.0,C
24229109,2020-10,New Brunswick,2016A000213,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,1745.0,C
24240120,2020-10,Quebec,2016A000224,Management occupations [0],Full-time,Job vacancies,5180.0,A
24248832,2020-10,Quebec,2016A000224,"Business, finance and administration occupations [1]",Full-time,Job vacancies,12840.0,A
24248835,2020-10,Quebec,2016A000224,"Business, finance and administration occupations [1]",Part-time,Job vacancies,3740.0,A
24257665,2020-10,Quebec,2016A000224,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,11860.0,A
24267345,2020-10,Quebec,2016A000224,Health occupations [3],Full-time,Job vacancies,12125.0,B
24267348,2020-10,Quebec,2016A000224,Health occupations [3],Part-time,Job vacancies,9620.0,B
24273395,2020-10,Quebec,2016A000224,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,6360.0,B
24273398,2020-10,Quebec,2016A000224,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,3340.0,B
24279929,2020-10,Quebec,2016A000224,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,1295.0,C
24279932,2020-10,Quebec,2016A000224,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,800.0,D
24285253,2020-10,Quebec,2016A000224,Sales and service occupations [6],Full-time,Job vacancies,22665.0,A
24285256,2020-10,Quebec,2016A000224,Sales and service occupations [6],Part-time,Job vacancies,19215.0,B
24295175,2020-10,Quebec,2016A000224,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,21735.0,A
24295178,2020-10,Quebec,2016A000224,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,1960.0,C
24308122,2020-10,Quebec,2016A000224,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,1735.0,C
24312841,2020-10,Quebec,2016A000224,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,12150.0,B
24323852,2020-10,Ontario,2016A000235,Management occupations [0],Full-time,Job vacancies,10830.0,A
24323855,2020-10,Ontario,2016A000235,Management occupations [0],Part-time,Job vacancies,475.0,D
24332564,2020-10,Ontario,2016A000235,"Business, finance and administration occupations [1]",Full-time,Job vacancies,19725.0,A
24332567,2020-10,Ontario,2016A000235,"Business, finance and administration occupations [1]",Part-time,Job vacancies,4735.0,B
24341397,2020-10,Ontario,2016A000235,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,15520.0,B
24351077,2020-10,Ontario,2016A000235,Health occupations [3],Full-time,Job vacancies,9555.0,B
24351080,2020-10,Ontario,2016A000235,Health occupations [3],Part-time,Job vacancies,12620.0,B
24357127,2020-10,Ontario,2016A000235,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,8920.0,B
24357130,2020-10,Ontario,2016A000235,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,8710.0,B
24363661,2020-10,Ontario,2016A000235,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,1820.0,C
24363664,2020-10,Ontario,2016A000235,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,1045.0,D
24368985,2020-10,Ontario,2016A000235,Sales and service occupations [6],Full-time,Job vacancies,28335.0,B
24368988,2020-10,Ontario,2016A000235,Sales and service occupations [6],Part-time,Job vacancies,39015.0,B
24378907,2020-10,Ontario,2016A000235,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,26120.0,B
24378910,2020-10,Ontario,2016A000235,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,4000.0,C
24391854,2020-10,Ontario,2016A000235,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,5060.0,C
24396573,2020-10,Ontario,2016A000235,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,11450.0,B
24407584,2020-10,Manitoba,2016A000246,Management occupations [0],Full-time,Job vacancies,530.0,B
24407587,2020-10,Manitoba,2016A000246,Management occupations [0],Part-time,Job vacancies,10.0,D
24416296,2020-10,Manitoba,2016A000246,"Business, finance and administration occupations [1]",Full-time,Job vacancies,1580.0,C
24416299,2020-10,Manitoba,2016A000246,"Business, finance and administration occupations [1]",Part-time,Job vacancies,435.0,D
24425129,2020-10,Manitoba,2016A000246,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,825.0,D
24434809,2020-10,Manitoba,2016A000246,Health occupations [3],Full-time,Job vacancies,1615.0,B
24434812,2020-10,Manitoba,2016A000246,Health occupations [3],Part-time,Job vacancies,2585.0,B
24440859,2020-10,Manitoba,2016A000246,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,815.0,C
24440862,2020-10,Manitoba,2016A000246,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,745.0,D
24452717,2020-10,Manitoba,2016A000246,Sales and service occupations [6],Full-time,Job vacancies,1960.0,C
24452720,2020-10,Manitoba,2016A000246,Sales and service occupations [6],Part-time,Job vacancies,2475.0,B
24462639,2020-10,Manitoba,2016A000246,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,2520.0,C
24475586,2020-10,Manitoba,2016A000246,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,260.0,D
24480305,2020-10,Manitoba,2016A000246,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,685.0,C
24500028,2020-10,Saskatchewan,2016A000247,"Business, finance and administration occupations [1]",Full-time,Job vacancies,1075.0,B
24500031,2020-10,Saskatchewan,2016A000247,"Business, finance and administration occupations [1]",Part-time,Job vacancies,200.0,D
24508861,2020-10,Saskatchewan,2016A000247,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,405.0,C
24518541,2020-10,Saskatchewan,2016A000247,Health occupations [3],Full-time,Job vacancies,415.0,C
24518544,2020-10,Saskatchewan,2016A000247,Health occupations [3],Part-time,Job vacancies,525.0,D
24524591,2020-10,Saskatchewan,2016A000247,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,340.0,C
